13, 48.63006591796875
59, 43.67724609375
41, 43.67724609375
58, 43.67724609375
33, 48.66162109375
23, 48.4271240234375
47, 43.67724609375
30, 49.28662109375
38, 44.36474609375
57, 43.67724609375
24, 48.9427490234375
10, 47.27069091796875
17, 46.64569091796875
26, 47.9114990234375
51, 43.67724609375
49, 43.67724609375
1, 35.4581298828125
16, 47.41131591796875
5, 44.14569091796875
2, 40.02069091796875
42, 43.67724609375
7, 45.47381591796875
36, 49.17724609375
39, 44.19287109375
43, 43.67724609375
54, 43.67724609375
32, 48.13037109375
46, 43.67724609375
21, 48.7396240234375
20, 48.8958740234375
8, 47.36444091796875
14, 47.38006591796875
31, 49.19287109375
34, 47.28662109375
6, 45.56756591796875
19, 48.8802490234375
22, 49.1146240234375
44, 43.67724609375
55, 43.67724609375
12, 47.61444091796875
11, 48.44256591796875
4, 43.11444091796875
27, 48.9427490234375
18, 48.77069091796875
29, 49.41162109375
35, 47.63037109375
45, 43.67724609375
15, 48.25506591796875
52, 43.67724609375
53, 43.67724609375
56, 43.67724609375
37, 47.45849609375
25, 47.9114990234375
50, 43.67724609375
60, 43.67724609375
3, 40.25506591796875
9, 46.55194091796875
28, 49.14599609375
40, 43.67724609375
48, 43.67724609375